model,circuit,sample,batch,canonical,status,prefix_cycles,cycles,exact,completion_tokens,generation_id,file
google/gemini-3.1-pro-preview,perm_s4632_d32_c40,0,feel1,1,ok,40,40,1,14566,,results/records/google__gemini-3.1-pro-preview/perm_s4632_d32_c40__s0__feel1.json
google/gemini-3.1-pro-preview,perm_s4633_d32_c40,0,feel1,1,ok,40,40,1,16738,,results/records/google__gemini-3.1-pro-preview/perm_s4633_d32_c40__s0__feel1.json
google/gemini-3.1-pro-preview,rand_s4015_g15_d8,0,feel1,1,ok,32,32,1,19814,,results/records/google__gemini-3.1-pro-preview/rand_s4015_g15_d8__s0__feel1.json
google/gemini-3.1-pro-preview,rand_s4016_g15_d8,0,feel1,1,ok,32,32,1,24000,,results/records/google__gemini-3.1-pro-preview/rand_s4016_g15_d8__s0__feel1.json
google/gemini-3.1-pro-preview,rand_s4040_g40_d8,0,feel1,1,ok,32,32,1,27868,,results/records/google__gemini-3.1-pro-preview/rand_s4040_g40_d8__s0__feel1.json
google/gemini-3.1-pro-preview,rand_s4041_g40_d8,0,feel1,1,ok,32,32,1,26938,,results/records/google__gemini-3.1-pro-preview/rand_s4041_g40_d8__s0__feel1.json
google/gemini-3.1-pro-preview,rand_s4080_g80_d8,0,feel1,1,ok,32,32,1,37436,,results/records/google__gemini-3.1-pro-preview/rand_s4080_g80_d8__s0__feel1.json
google/gemini-3.1-pro-preview,rand_s4081_g80_d8,0,feel1,1,ok,32,32,1,21616,,results/records/google__gemini-3.1-pro-preview/rand_s4081_g80_d8__s0__feel1.json
google/gemini-3.1-pro-preview,rand_s4160_g160_d8,0,feel1,1,ok,32,32,1,36126,,results/records/google__gemini-3.1-pro-preview/rand_s4160_g160_d8__s0__feel1.json
google/gemini-3.1-pro-preview,rand_s4161_g160_d8,0,feel1,1,ok,13,32,0,36418,,results/records/google__gemini-3.1-pro-preview/rand_s4161_g160_d8__s0__feel1.json
google/gemini-3.1-pro-preview,rand_s900_g40_d6,0,max1,1,ok,24,24,1,22223,gen-1787597425-MWbigKkp6HCJjqtqudep,results/records/google__gemini-3.1-pro-preview/rand_s900_g40_d6__s0__max1.json
google/gemini-3.1-pro-preview,rand_s901_g40_d6,0,max1,1,ok,24,24,1,14062,gen-1787597601-3URk6wngA7PPdbQZOlMU,results/records/google__gemini-3.1-pro-preview/rand_s901_g40_d6__s0__max1.json
google/gemini-3.1-pro-preview,rand_s902_g40_d6,0,max1,1,ok,24,24,1,21089,gen-1787597844-XNe28IlnMMcSWprMYFbh,results/records/google__gemini-3.1-pro-preview/rand_s902_g40_d6__s0__max1.json
google/gemini-3.1-pro-preview,rand_s910_g80_d10,0,max1,1,ok,32,32,1,26898,gen-1787538231-CQIIJVLFPtoPqvBqrIyH,results/records/google__gemini-3.1-pro-preview/rand_s910_g80_d10__s0__max1.json
google/gemini-3.1-pro-preview,rand_s911_g80_d10,0,max1,1,ok,32,32,1,30822,gen-1787538477-2egiih0lNaxTCUFzUpgN,results/records/google__gemini-3.1-pro-preview/rand_s911_g80_d10__s0__max1.json
google/gemini-3.1-pro-preview,rand_s912_g80_d10,0,max1,1,ok,32,32,1,28935,gen-1787538763-T0sli4uXI0BOWlu4rHvO,results/records/google__gemini-3.1-pro-preview/rand_s912_g80_d10__s0__max1.json
google/gemini-3.1-pro-preview,rule30_k12_c28_s2210,0,max1,1,ok,28,28,1,25966,gen-1787537215-r57doT5lnKSQM3wYWlb1,results/records/google__gemini-3.1-pro-preview/rule30_k12_c28_s2210__s0__max1.json
google/gemini-3.1-pro-preview,rule30_k12_c28_s2211,0,max1,1,ok,28,28,1,24465,gen-1787537350-ZEKigZrazGMvSfOrFXyq,results/records/google__gemini-3.1-pro-preview/rule30_k12_c28_s2211__s0__max1.json
google/gemini-3.1-pro-preview,rule30_k12_c28_s2212,0,max1,1,ok,3,28,0,28307,gen-1787537421-8EgoQHMrEORpYfrOj09J,results/records/google__gemini-3.1-pro-preview/rule30_k12_c28_s2212__s0__max1.json
google/gemini-3.1-pro-preview,rule30_k16_c32_s2201,0,max1,1,ok,16,32,0,25290,gen-1787537629-FF4rJb6euqiZ11ssaCN9,results/records/google__gemini-3.1-pro-preview/rule30_k16_c32_s2201__s0__max1.json
google/gemini-3.1-pro-preview,rule30_k16_c32_s2202,0,max1,1,ok,16,32,0,25293,gen-1787537840-0nDFpZl4re4iQH7eit5E,results/records/google__gemini-3.1-pro-preview/rule30_k16_c32_s2202__s0__max1.json
google/gemini-3.1-pro-preview,rule30_k16_c32_s2203,0,max1,1,ok,1,32,0,25411,gen-1787538045-wRQ4GOdQuZEgtGCfZS6G,results/records/google__gemini-3.1-pro-preview/rule30_k16_c32_s2203__s0__max1.json
google/gemini-3.1-pro-preview,shift_reg_3,0,max1,1,ok,8,8,1,3473,gen-1787597321-AyAk9jCzcBLp0CPMAY68,results/records/google__gemini-3.1-pro-preview/shift_reg_3__s0__max1.json
google/gemini-3.1-pro-preview,tff_divider,0,max1,1,ok,8,8,1,1988,gen-1787597347-wsxYnEWrulcjqNevkIeQ,results/records/google__gemini-3.1-pro-preview/tff_divider__s0__max1.json
google/gemini-3.1-pro-preview,x2301,0,feel1,1,ok,28,28,1,15241,,results/records/google__gemini-3.1-pro-preview/x2301__s0__feel1.json
google/gemini-3.1-pro-preview,x2302,0,feel1,1,ok,28,28,1,17708,,results/records/google__gemini-3.1-pro-preview/x2302__s0__feel1.json
google/gemini-3.1-pro-preview,x2303,0,feel1,1,ok,28,28,1,30194,,results/records/google__gemini-3.1-pro-preview/x2303__s0__feel1.json
google/gemini-3.1-pro-preview,x2400,0,feel1,1,ok,28,28,1,30747,,results/records/google__gemini-3.1-pro-preview/x2400__s0__feel1.json
google/gemini-3.1-pro-preview,x2401,0,feel1,1,ok,28,28,1,21150,,results/records/google__gemini-3.1-pro-preview/x2401__s0__feel1.json
google/gemini-3.1-pro-preview,x2402,0,feel1,1,ok,28,28,1,18656,,results/records/google__gemini-3.1-pro-preview/x2402__s0__feel1.json
google/gemini-3.1-pro-preview,xor_from_nand,0,max1,1,ok,8,8,1,1711,gen-1787597361-szwt2GUzR8PljIKTiqLW,results/records/google__gemini-3.1-pro-preview/xor_from_nand__s0__max1.json
google/gemini-3.7-flash,chain_s2001_g100_d12,0,max1,1,ok,21,24,0,45932,,results/records/google__gemini-3.7-flash/chain_s2001_g100_d12__s0__max1.json
google/gemini-3.7-flash,chain_s2002_g100_d12,0,max1,1,ok,16,24,0,40644,,results/records/google__gemini-3.7-flash/chain_s2002_g100_d12__s0__max1.json
google/gemini-3.7-flash,chain_s2003_g100_d12,0,max1,1,ok,2,24,0,5508,,results/records/google__gemini-3.7-flash/chain_s2003_g100_d12__s0__max1.json
google/gemini-3.7-flash,chain_s2004_g100_d12,0,max1,1,ok,11,24,0,27350,,results/records/google__gemini-3.7-flash/chain_s2004_g100_d12__s0__max1.json
google/gemini-3.7-flash,chain_s4340_g40_d0,0,feel1,1,ok,12,12,1,5763,,results/records/google__gemini-3.7-flash/chain_s4340_g40_d0__s0__feel1.json
google/gemini-3.7-flash,chain_s4341_g40_d0,0,feel1,1,ok,12,12,1,5292,,results/records/google__gemini-3.7-flash/chain_s4341_g40_d0__s0__feel1.json
google/gemini-3.7-flash,chain_s4380_g80_d0,0,feel1,1,ok,12,12,1,6242,,results/records/google__gemini-3.7-flash/chain_s4380_g80_d0__s0__feel1.json
google/gemini-3.7-flash,chain_s4381_g80_d0,0,feel1,1,ok,12,12,1,3466,,results/records/google__gemini-3.7-flash/chain_s4381_g80_d0__s0__feel1.json
google/gemini-3.7-flash,chain_s4420_g120_d0,0,feel1,1,ok,12,12,1,7516,,results/records/google__gemini-3.7-flash/chain_s4420_g120_d0__s0__feel1.json
google/gemini-3.7-flash,chain_s4421_g120_d0,0,feel1,1,ok,12,12,1,5080,,results/records/google__gemini-3.7-flash/chain_s4421_g120_d0__s0__feel1.json
google/gemini-3.7-flash,chain_s5001_g150_d12,0,feel1,1,ok,10,24,0,33938,gen-1787585705-RnXsydAaiwdaaI1QCATI,results/records/google__gemini-3.7-flash/chain_s5001_g150_d12__s0__feel1.json
google/gemini-3.7-flash,chain_s5002_g150_d12,0,feel1,1,ok,9,24,0,47395,gen-1787585901-CzQmHn0uw0SiISHgHcAt,results/records/google__gemini-3.7-flash/chain_s5002_g150_d12__s0__feel1.json
google/gemini-3.7-flash,chain_s5101_g200_d12,0,feel1,1,ok,4,24,0,28733,gen-1787586294-tF9uZ4QysLmCVRTRdtA3,results/records/google__gemini-3.7-flash/chain_s5101_g200_d12__s0__feel1.json
google/gemini-3.7-flash,chain_s5102_g200_d12,0,feel1,1,ok,6,24,0,29997,gen-1787586603-TiQcxg2lCcmAjKaherSv,results/records/google__gemini-3.7-flash/chain_s5102_g200_d12__s0__feel1.json
google/gemini-3.7-flash,counter_3bit,0,max1,1,ok,10,10,1,1032,gen-1787597134-TodNEcSMvPVsgxZJMrAR,results/records/google__gemini-3.7-flash/counter_3bit__s0__max1.json
google/gemini-3.7-flash,lfsr_3,0,max1,1,ok,10,10,1,1819,gen-1787597176-fxP4j7lSdSGIU2yHxpK5,results/records/google__gemini-3.7-flash/lfsr_3__s0__max1.json
google/gemini-3.7-flash,mix_s2101_d16_c40,0,max1,1,ok,40,40,1,31314,,results/records/google__gemini-3.7-flash/mix_s2101_d16_c40__s0__max1.json
google/gemini-3.7-flash,mix_s2102_d16_c40,0,max1,1,ok,27,40,0,32793,,results/records/google__gemini-3.7-flash/mix_s2102_d16_c40__s0__max1.json
google/gemini-3.7-flash,mix_s2103_d16_c40,0,max1,1,ok,21,40,0,36129,,results/records/google__gemini-3.7-flash/mix_s2103_d16_c40__s0__max1.json
google/gemini-3.7-flash,mix_s2104_d16_c40,0,max1,1,ok,3,40,0,42923,,results/records/google__gemini-3.7-flash/mix_s2104_d16_c40__s0__max1.json
google/gemini-3.7-flash,mix_s5201_d24_c56,0,feel1,1,ok,1,56,0,8754,gen-1787587038-rCNI33FoxuEJflx6LFu0,results/records/google__gemini-3.7-flash/mix_s5201_d24_c56__s0__feel1.json
google/gemini-3.7-flash,mix_s5202_d24_c56,0,feel1,1,ok,1,56,0,4162,gen-1787587398-6jTbkFZSy0n1ofVN4nPh,results/records/google__gemini-3.7-flash/mix_s5202_d24_c56__s0__feel1.json
google/gemini-3.7-flash,mix_s5301_d20_c48,0,feel1,1,ok,10,48,0,45572,gen-1787587764-4EbP6XL8y9k6LIu5Ur56,results/records/google__gemini-3.7-flash/mix_s5301_d20_c48__s0__feel1.json
google/gemini-3.7-flash,mix_s5302_d20_c48,0,feel1,1,ok,8,48,0,44517,gen-1787588160-CUJl6guZIa9Ylj2LnjSE,results/records/google__gemini-3.7-flash/mix_s5302_d20_c48__s0__feel1.json
google/gemini-3.7-flash,nand_chain_2,0,max1,1,ok,8,8,1,1323,gen-1787597218-mqXWCS3eyoe3Ql6wjLwr,results/records/google__gemini-3.7-flash/nand_chain_2__s0__max1.json
google/gemini-3.7-flash,nand_chain_4,0,max1,1,ok,8,8,1,902,gen-1787597238-CCMVKn8V0MeIknjcypzQ,results/records/google__gemini-3.7-flash/nand_chain_4__s0__max1.json
google/gemini-3.7-flash,nand_chain_8,0,max1,1,ok,8,8,1,1682,gen-1787597265-IwPHittMe15urjZzzk9s,results/records/google__gemini-3.7-flash/nand_chain_8__s0__max1.json
google/gemini-3.7-flash,nand_tree_8in,0,max1,1,ok,8,8,1,2475,gen-1787597296-rVqdIdRNL1i50jDRBM5N,results/records/google__gemini-3.7-flash/nand_tree_8in__s0__max1.json
google/gemini-3.7-flash,perm_s4616_d16_c40,0,feel1,1,ok,40,40,1,6691,,results/records/google__gemini-3.7-flash/perm_s4616_d16_c40__s0__feel1.json
google/gemini-3.7-flash,perm_s4617_d16_c40,0,feel1,1,ok,40,40,1,5926,,results/records/google__gemini-3.7-flash/perm_s4617_d16_c40__s0__feel1.json
google/gemini-3.7-flash,perm_s4624_d24_c40,0,feel1,1,ok,40,40,1,6971,,results/records/google__gemini-3.7-flash/perm_s4624_d24_c40__s0__feel1.json
google/gemini-3.7-flash,perm_s4625_d24_c40,0,feel1,1,ok,40,40,1,6611,,results/records/google__gemini-3.7-flash/perm_s4625_d24_c40__s0__feel1.json
google/gemini-3.7-flash,perm_s4632_d32_c40,0,feel1,1,ok,40,40,1,7846,,results/records/google__gemini-3.7-flash/perm_s4632_d32_c40__s0__feel1.json
google/gemini-3.7-flash,perm_s4633_d32_c40,0,feel1,1,ok,40,40,1,7498,,results/records/google__gemini-3.7-flash/perm_s4633_d32_c40__s0__feel1.json
google/gemini-3.7-flash,rand_s4015_g15_d8,0,feel1,1,ok,32,32,1,8658,,results/records/google__gemini-3.7-flash/rand_s4015_g15_d8__s0__feel1.json
google/gemini-3.7-flash,rand_s4016_g15_d8,0,feel1,1,ok,32,32,1,6009,,results/records/google__gemini-3.7-flash/rand_s4016_g15_d8__s0__feel1.json
google/gemini-3.7-flash,rand_s4040_g40_d8,0,feel1,1,ok,32,32,1,11179,,results/records/google__gemini-3.7-flash/rand_s4040_g40_d8__s0__feel1.json
google/gemini-3.7-flash,rand_s4041_g40_d8,0,feel1,1,ok,32,32,1,13316,,results/records/google__gemini-3.7-flash/rand_s4041_g40_d8__s0__feel1.json
google/gemini-3.7-flash,rand_s4080_g80_d8,0,feel1,1,ok,2,32,0,14160,,results/records/google__gemini-3.7-flash/rand_s4080_g80_d8__s0__feel1.json
google/gemini-3.7-flash,rand_s4081_g80_d8,0,feel1,1,ok,32,32,1,12561,,results/records/google__gemini-3.7-flash/rand_s4081_g80_d8__s0__feel1.json
google/gemini-3.7-flash,rand_s4160_g160_d8,0,feel1,1,ok,32,32,1,28646,,results/records/google__gemini-3.7-flash/rand_s4160_g160_d8__s0__feel1.json
google/gemini-3.7-flash,rand_s4161_g160_d8,0,feel1,1,ok,3,32,0,24555,,results/records/google__gemini-3.7-flash/rand_s4161_g160_d8__s0__feel1.json
google/gemini-3.7-flash,rand_s900_g40_d6,0,max1,1,ok,24,24,1,9733,gen-1787597483-8O0OB2Z3XdBVlSJO2kYL,results/records/google__gemini-3.7-flash/rand_s900_g40_d6__s0__max1.json
google/gemini-3.7-flash,rand_s901_g40_d6,0,max1,1,ok,19,24,0,8369,gen-1787597762-ld2Mv1RztGWc2VN2J3Z3,results/records/google__gemini-3.7-flash/rand_s901_g40_d6__s0__max1.json
google/gemini-3.7-flash,rand_s902_g40_d6,0,max1,1,ok,3,24,0,5946,gen-1787597958-NP4nOgpiJigF211Ry6me,results/records/google__gemini-3.7-flash/rand_s902_g40_d6__s0__max1.json
google/gemini-3.7-flash,rand_s910_g80_d10,0,max1,1,ok,5,32,0,18663,,results/records/google__gemini-3.7-flash/rand_s910_g80_d10__s0__max1.json
google/gemini-3.7-flash,rand_s911_g80_d10,0,max1,1,ok,32,32,1,21924,,results/records/google__gemini-3.7-flash/rand_s911_g80_d10__s0__max1.json
google/gemini-3.7-flash,rand_s912_g80_d10,0,max1,1,ok,2,32,0,21782,,results/records/google__gemini-3.7-flash/rand_s912_g80_d10__s0__max1.json
google/gemini-3.7-flash,rule30_k12_c28_s2210,0,max1,1,ok,28,28,1,12102,gen-1787553405-6jeNJBvkO6e5DZh6JW4A,results/records/google__gemini-3.7-flash/rule30_k12_c28_s2210__s0__max1.json
google/gemini-3.7-flash,rule30_k12_c28_s2211,0,max1,1,ok,28,28,1,16680,gen-1787553930-MD31UpfUN8YFDVQEH2qq,results/records/google__gemini-3.7-flash/rule30_k12_c28_s2211__s0__max1.json
google/gemini-3.7-flash,rule30_k12_c28_s2212,0,max1,1,ok,28,28,1,11227,gen-1787554207-oaSJ1wljkroktdIOC6CG,results/records/google__gemini-3.7-flash/rule30_k12_c28_s2212__s0__max1.json
google/gemini-3.7-flash,rule30_k16_c32_s2201,0,max1,1,ok,32,32,1,14218,,results/records/google__gemini-3.7-flash/rule30_k16_c32_s2201__s0__max1.json
google/gemini-3.7-flash,rule30_k16_c32_s2202,0,max1,1,ok,7,32,0,15564,,results/records/google__gemini-3.7-flash/rule30_k16_c32_s2202__s0__max1.json
google/gemini-3.7-flash,rule30_k16_c32_s2203,0,max1,1,ok,32,32,1,16546,,results/records/google__gemini-3.7-flash/rule30_k16_c32_s2203__s0__max1.json
google/gemini-3.7-flash,shift_reg_3,0,max1,1,ok,8,8,1,1276,gen-1787597335-Qfd1FapauYSpq7is862x,results/records/google__gemini-3.7-flash/shift_reg_3__s0__max1.json
google/gemini-3.7-flash,tff_divider,0,max1,1,ok,8,8,1,497,gen-1787597353-IFtfgVqyKybMBUd5IqKU,results/records/google__gemini-3.7-flash/tff_divider__s0__max1.json
google/gemini-3.7-flash,x2301,0,feel1,1,ok,28,28,1,4250,,results/records/google__gemini-3.7-flash/x2301__s0__feel1.json
google/gemini-3.7-flash,x2302,0,feel1,1,ok,28,28,1,4749,,results/records/google__gemini-3.7-flash/x2302__s0__feel1.json
google/gemini-3.7-flash,x2303,0,feel1,1,ok,28,28,1,12376,,results/records/google__gemini-3.7-flash/x2303__s0__feel1.json
google/gemini-3.7-flash,x2400,0,feel1,1,ok,28,28,1,9961,,results/records/google__gemini-3.7-flash/x2400__s0__feel1.json
google/gemini-3.7-flash,x2401,0,feel1,1,ok,15,28,0,7990,,results/records/google__gemini-3.7-flash/x2401__s0__feel1.json
google/gemini-3.7-flash,x2402,0,feel1,1,ok,28,28,1,10554,,results/records/google__gemini-3.7-flash/x2402__s0__feel1.json
google/gemini-3.7-flash,xor_from_nand,0,max1,1,ok,8,8,1,1146,gen-1787597366-2WG8bQN3kZ2YJP6CV7vR,results/records/google__gemini-3.7-flash/xor_from_nand__s0__max1.json
moonshotai/kimi-k3,chain_s2001_g100_d12,0,max1,1,ok,0,24,0,45504,,results/records/moonshotai__kimi-k3/chain_s2001_g100_d12__s0__max1.json
moonshotai/kimi-k3,chain_s2002_g100_d12,0,retry3,1,ok,24,24,1,52322,gen-1787706916-9vYMoQeOkRsrD1l3SR3J,results/records/moonshotai__kimi-k3/chain_s2002_g100_d12__s0__retry3.json
moonshotai/kimi-k3,chain_s2003_g100_d12,0,retry3,1,ok,24,24,1,49893,gen-1787707064-kURU1i78lvwllrOAhOBP,results/records/moonshotai__kimi-k3/chain_s2003_g100_d12__s0__retry3.json
moonshotai/kimi-k3,chain_s2004_g100_d12,0,retry3,1,ok,24,24,1,69635,gen-1787707180-BFmAoPxdcX4djlpJakTE,results/records/moonshotai__kimi-k3/chain_s2004_g100_d12__s0__retry3.json
moonshotai/kimi-k3,chain_s4340_g40_d0,0,feel1,1,ok,12,12,1,18131,,results/records/moonshotai__kimi-k3/chain_s4340_g40_d0__s0__feel1.json
moonshotai/kimi-k3,chain_s4341_g40_d0,0,feel1,1,ok,12,12,1,15439,,results/records/moonshotai__kimi-k3/chain_s4341_g40_d0__s0__feel1.json
moonshotai/kimi-k3,chain_s4380_g80_d0,0,feel1,1,ok,12,12,1,11452,,results/records/moonshotai__kimi-k3/chain_s4380_g80_d0__s0__feel1.json
moonshotai/kimi-k3,chain_s4381_g80_d0,0,feel1,1,ok,12,12,1,7995,,results/records/moonshotai__kimi-k3/chain_s4381_g80_d0__s0__feel1.json
moonshotai/kimi-k3,chain_s4420_g120_d0,0,feel1,1,ok,12,12,1,11414,,results/records/moonshotai__kimi-k3/chain_s4420_g120_d0__s0__feel1.json
moonshotai/kimi-k3,chain_s4421_g120_d0,0,feel1,1,ok,3,12,0,22918,,results/records/moonshotai__kimi-k3/chain_s4421_g120_d0__s0__feel1.json
moonshotai/kimi-k3,chain_s5001_g150_d12,0,retry4,1,truncated,0,24,0,131072,gen-1787712682-lsGb4SrMyNzJ2Q0mwJ7H,results/records/moonshotai__kimi-k3/chain_s5001_g150_d12__s0__retry4.json
moonshotai/kimi-k3,chain_s5002_g150_d12,0,retry2,1,ok,24,24,1,145940,gen-1787674378-yITcWPbQ4XC4xj04taLv,results/records/moonshotai__kimi-k3/chain_s5002_g150_d12__s0__retry2.json
moonshotai/kimi-k3,chain_s5101_g200_d12,0,retry2,1,ok,24,24,1,85299,gen-1787688447-pYX8EEzVZrPwLo8gOV6O,results/records/moonshotai__kimi-k3/chain_s5101_g200_d12__s0__retry2.json
moonshotai/kimi-k3,chain_s5102_g200_d12,0,feel1,1,ok,24,24,1,94000,gen-1787592288-XfIs52Ng6O5WebuExHPw,results/records/moonshotai__kimi-k3/chain_s5102_g200_d12__s0__feel1.json
moonshotai/kimi-k3,counter_3bit,0,max1,1,ok,10,10,1,4350,gen-1787597124-FKtYnShXYUiV40Cwmaiq,results/records/moonshotai__kimi-k3/counter_3bit__s0__max1.json
moonshotai/kimi-k3,lfsr_3,0,max1,1,ok,10,10,1,3048,gen-1787597169-RG1z6s5cG1KQk7aZ7Tb2,results/records/moonshotai__kimi-k3/lfsr_3__s0__max1.json
moonshotai/kimi-k3,mix_s2101_d16_c40,0,retry3,1,ok,40,40,1,76779,gen-1787707376-oTaecRq60w3iP0XXnjPt,results/records/moonshotai__kimi-k3/mix_s2101_d16_c40__s0__retry3.json
moonshotai/kimi-k3,mix_s2102_d16_c40,0,retry3,1,ok,5,40,0,71815,gen-1787707537-DXUwJW5M2rc48qgGsbhg,results/records/moonshotai__kimi-k3/mix_s2102_d16_c40__s0__retry3.json
moonshotai/kimi-k3,mix_s2103_d16_c40,0,max1,1,ok,40,40,1,40872,,results/records/moonshotai__kimi-k3/mix_s2103_d16_c40__s0__max1.json
moonshotai/kimi-k3,mix_s2104_d16_c40,0,retry3,1,ok,40,40,1,48516,gen-1787707716-ljjUGRlUb0hBDmSafOf5,results/records/moonshotai__kimi-k3/mix_s2104_d16_c40__s0__retry3.json
moonshotai/kimi-k3,mix_s5201_d24_c56,0,retry2,1,ok,41,56,0,104756,gen-1787690639-E6wMvri5xTm8ZF0ZVOmX,results/records/moonshotai__kimi-k3/mix_s5201_d24_c56__s0__retry2.json
moonshotai/kimi-k3,mix_s5202_d24_c56,0,feel1,1,format_error,0,56,0,108966,gen-1787594162-h1U0iVMXZQpdqPGwU49f,results/records/moonshotai__kimi-k3/mix_s5202_d24_c56__s0__feel1.json
moonshotai/kimi-k3,mix_s5301_d20_c48,0,feel1,1,ok,48,48,1,61341,gen-1787595121-w2fmuCIiiQUKKaPtirTX,results/records/moonshotai__kimi-k3/mix_s5301_d20_c48__s0__feel1.json
moonshotai/kimi-k3,mix_s5302_d20_c48,0,retry4,1,ok,8,48,0,110760,gen-1787713242-vcuMI8CYLW35IYPkDIoP,results/records/moonshotai__kimi-k3/mix_s5302_d20_c48__s0__retry4.json
moonshotai/kimi-k3,nand_chain_2,0,max1,1,ok,8,8,1,1013,gen-1787597215-fjG6jc3Ie5JDsOlkE0ef,results/records/moonshotai__kimi-k3/nand_chain_2__s0__max1.json
moonshotai/kimi-k3,nand_chain_4,0,max1,1,ok,8,8,1,1213,gen-1787597235-brrfFdmPqPq92yzOCtu7,results/records/moonshotai__kimi-k3/nand_chain_4__s0__max1.json
moonshotai/kimi-k3,nand_chain_8,0,max1,1,ok,8,8,1,3576,gen-1787597261-2MtFMEjcRiwHtcLgdZE8,results/records/moonshotai__kimi-k3/nand_chain_8__s0__max1.json
moonshotai/kimi-k3,nand_tree_8in,0,max1,1,ok,8,8,1,2623,gen-1787597287-GpSkSgvJfDtsbn70yqAR,results/records/moonshotai__kimi-k3/nand_tree_8in__s0__max1.json
moonshotai/kimi-k3,perm_s4616_d16_c40,0,feel1,1,format_error,0,40,0,31547,,results/records/moonshotai__kimi-k3/perm_s4616_d16_c40__s0__feel1.json
moonshotai/kimi-k3,perm_s4617_d16_c40,0,feel1,1,ok,40,40,1,19379,,results/records/moonshotai__kimi-k3/perm_s4617_d16_c40__s0__feel1.json
moonshotai/kimi-k3,perm_s4624_d24_c40,0,feel1,1,ok,40,40,1,25825,,results/records/moonshotai__kimi-k3/perm_s4624_d24_c40__s0__feel1.json
moonshotai/kimi-k3,perm_s4625_d24_c40,0,feel1,1,ok,40,40,1,19152,,results/records/moonshotai__kimi-k3/perm_s4625_d24_c40__s0__feel1.json
moonshotai/kimi-k3,perm_s4632_d32_c40,0,retry3,1,ok,40,40,1,25913,gen-1787707871-HIgERlQBRz6qJWEDGpg4,results/records/moonshotai__kimi-k3/perm_s4632_d32_c40__s0__retry3.json
moonshotai/kimi-k3,perm_s4633_d32_c40,0,retry2,1,ok,40,40,1,25251,gen-1787695254-uBSOIGmaI5dKUUXGfurz,results/records/moonshotai__kimi-k3/perm_s4633_d32_c40__s0__retry2.json
moonshotai/kimi-k3,rand_s4015_g15_d8,0,retry2,1,ok,28,32,0,29313,gen-1787696141-6cFysyE39M8I4APzM0yg,results/records/moonshotai__kimi-k3/rand_s4015_g15_d8__s0__retry2.json
moonshotai/kimi-k3,rand_s4016_g15_d8,0,feel1,1,ok,32,32,1,14806,,results/records/moonshotai__kimi-k3/rand_s4016_g15_d8__s0__feel1.json
moonshotai/kimi-k3,rand_s4040_g40_d8,0,feel1,1,ok,32,32,1,26483,,results/records/moonshotai__kimi-k3/rand_s4040_g40_d8__s0__feel1.json
moonshotai/kimi-k3,rand_s4041_g40_d8,0,feel1,1,ok,32,32,1,22607,,results/records/moonshotai__kimi-k3/rand_s4041_g40_d8__s0__feel1.json
moonshotai/kimi-k3,rand_s4080_g80_d8,0,feel1,1,ok,32,32,1,38739,,results/records/moonshotai__kimi-k3/rand_s4080_g80_d8__s0__feel1.json
moonshotai/kimi-k3,rand_s4081_g80_d8,0,feel1,1,ok,32,32,1,21354,,results/records/moonshotai__kimi-k3/rand_s4081_g80_d8__s0__feel1.json
moonshotai/kimi-k3,rand_s4160_g160_d8,0,feel1,1,ok,32,32,1,32996,,results/records/moonshotai__kimi-k3/rand_s4160_g160_d8__s0__feel1.json
moonshotai/kimi-k3,rand_s4161_g160_d8,0,feel1,1,ok,32,32,1,50191,,results/records/moonshotai__kimi-k3/rand_s4161_g160_d8__s0__feel1.json
moonshotai/kimi-k3,rand_s900_g40_d6,0,feel1,1,ok,24,24,1,23337,,results/records/moonshotai__kimi-k3/rand_s900_g40_d6__s0__feel1.json
moonshotai/kimi-k3,rand_s901_g40_d6,0,max1,1,ok,24,24,1,19808,gen-1787597677-WLwhvuGnsyHKzoDYiaD7,results/records/moonshotai__kimi-k3/rand_s901_g40_d6__s0__max1.json
moonshotai/kimi-k3,rand_s902_g40_d6,0,max1,1,ok,24,24,1,12616,gen-1787597899-GgFXK9PuKuH70ACiyvDR,results/records/moonshotai__kimi-k3/rand_s902_g40_d6__s0__max1.json
moonshotai/kimi-k3,rand_s910_g80_d10,0,max1,1,ok,27,32,0,35474,,results/records/moonshotai__kimi-k3/rand_s910_g80_d10__s0__max1.json
moonshotai/kimi-k3,rand_s911_g80_d10,0,max1,1,ok,32,32,1,49022,,results/records/moonshotai__kimi-k3/rand_s911_g80_d10__s0__max1.json
moonshotai/kimi-k3,rand_s912_g80_d10,0,max1,1,ok,32,32,1,36982,,results/records/moonshotai__kimi-k3/rand_s912_g80_d10__s0__max1.json
moonshotai/kimi-k3,rule30_k12_c28_s2210,0,retry2,1,ok,28,28,1,28102,gen-1787701991-Vwahb2Ts3QqDz6l48hFP,results/records/moonshotai__kimi-k3/rule30_k12_c28_s2210__s0__retry2.json
moonshotai/kimi-k3,rule30_k12_c28_s2211,0,max1,1,ok,28,28,1,38568,gen-1787576972-3seZRlX5vKYrAq59fja3,results/records/moonshotai__kimi-k3/rule30_k12_c28_s2211__s0__max1.json
moonshotai/kimi-k3,rule30_k12_c28_s2212,0,max1,1,ok,28,28,1,32536,gen-1787577581-1AJYZKZ6pHJcZGJeYnbV,results/records/moonshotai__kimi-k3/rule30_k12_c28_s2212__s0__max1.json
